name,mbase,bus_index,pg,qg,fuel,fuel_type,pmin,pmax,qmin,qmax,year_added,bus_name,area
gen_EMERASF1,79.98989376164965,125,0.0,-0.7957050950398918,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_3567,11
gen_2095_3,190.50777777777776,1889,2.268510848065453,-0.3595825302704559,wind,Wind,0.0,0.5143232090664601,-0.1607260028332688,0.214301337111025,2025,bus_2095,7
gen_PARSF1,54.99305196113414,179,0.0,-1.6999999719524246,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_1565,4
gen_WONWP,13.331648960274944,69,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.0,0.0350967388095999,-0.0169868215838463,0.0169868215838463,2025,bus_2277,7
gen_1027_2,227.8175288389394,1893,1.1000000106462295,-0.032012852064965,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_1027,1
gen_2044_2,634.3308220768834,1668,-9.245051459779091e-09,-0.0064487110032902,browncoal,Fossil,0.0,5.8,-1.657142857142857,2.5685714285714285,2025,bus_2044,6
gen_2092_1,476.643849198753,1907,3.111182606253472,0.4769761967336132,naturalgas,Fossil,0.0,5.0,-1.25,1.9791666666666663,2025,bus_2092,7
gen_5005_4,45.257282110175375,566,1.5000000147717103,0.2991822970927146,hydrowater,Hydro,0.0,0.3533999999999999,-0.25916,0.2827199999999999,2025,bus_5005,15
gen_2086_1,1.74613961108029,1948,0.0,-0.7000000029133298,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_2086,7
gen_1037_2,324.66050644395364,501,6.30000006264597,0.5116647828208223,hydrowater,Hydro,0.0,3.08,-0.4888888888888889,1.0266666666666668,2025,bus_1037,2
gen_2323_4,46.1283384356648,529,0.500000009789967,0.132871517845747,wind,Wind,0.0,0.2338320223189598,-0.0935328089275839,0.0935328089275839,2025,bus_2323,6
gen_RACOMIL1,7.776795226827052,186,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.0,0.0129504449866877,-0.0062680153735568,0.0062680153735568,2025,bus_3640,9
pv_S1_1,251.44584406985132,177,0.0,0.0,solar,solar,0.0,0.0,-0.0,0.0,2025,bus_4101,14
gen_3431_2,133.90290759401574,1417,4.200000041641623,0.503958674525737,naturalgas,Fossil,0.0,1.22,-0.3195238095238095,0.5519047619047618,2025,bus_3431,9
gen_5037_2,57.69991334482227,1419,0.700000009772817,-0.1375189535089995,hydrowater,Hydro,0.0,0.408,-0.2914285714285714,0.408,2025,bus_5037,15
gen_TARALGA1_3,39.550558582149,41,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.0,0.0410882295692261,-0.0198867031115054,0.0198867031115054,2025,bus_1260,2
gen_2059_6,113.018319971292,1415,1.2000000117648986,0.2000000065593669,wind,Wind,0.0,0.9125152090495996,-0.2281288022623998,0.1520858681749332,2025,bus_2059,5
gen_5017_2,121.28379941278224,1472,2.000000019787434,-0.0642974324034991,naturalgas,Fossil,0.0,1.04,-0.208,0.624,2025,bus_5017,15
gen_4065_5,50.534916421992605,1033,2.6999998617854417,0.6708307361328479,naturalgas,Fossil,0.0,0.4679999999999999,-0.0866666666666666,0.1906666666666666,2025,bus_4065,14
wtg_Q8_1,1118.033988749895,2001,0.0,0.0,wind,wind,0.0,1.850063569526819,-0.9250317847634096,0.9250317847634096,2025,connection Q8,11
gen_DDPS1_1,358.01032312071675,99,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.0,0.5961829852800176,-0.2885525648755285,0.2885525648755285,2025,bus_3529,8
gen_WILGB01_2,5.925177315677753,749,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.0,0.0061555400103709,-0.0029792813650195,0.0029792813650195,2025,bus_1113,4
gen_1017_1,853.1517461942509,899,8.202627384211086,0.620308869575966,blackcoal,Fossil,0.0,6.6,-2.148837209302325,3.376744186046511,2025,bus_1017,2
gen_YAMBUKWF,33.32912240068736,637,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.0,0.0877418470239999,-0.0424670539596159,0.0424670539596159,2025,bus_2024,5
gen_CSPVPS1,47.216256734307095,995,0.0,-0.7957050950398918,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_3560,11
gen_1023_2,151.97,25,0.8000000096605855,0.0,solar,Solar,0.0,0.0,0.0,0.0,2025,bus_1023,4
gen_3272_1,1.0997547345701597,1574,0.0,-0.2349123429274543,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_3272,9
gen_Barcaldine Remote Community Solar Farm,22.219414933791576,744,0.0,-0.7957050950398918,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_3243,8
gen_3295_4,392.3008464002056,1616,1.7931772339966294,-0.4091886388250841,blackcoal,Fossil,0.0,3.65,-0.8111111111111111,1.4378787878787878,2025,bus_3295,10
gen_4067_2,88.5158615344204,1904,0.8999999551541579,-0.1999999655691542,hydrowater,Hydro,0.0,0.01,-0.0022222222222222,0.0044444444444444,2025,bus_4067,14
gen_3559_1,1.08463595104404,563,0.0,0.1950640364302244,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_3558,9
gen_BRAEMAR3,200.53021977746891,659,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.0,0.3339364742995908,-0.1616252535610019,0.1616252535610019,2025,bus_3121,9
gen_2028_3,121.33333333333331,846,1.2000000116517344,0.4999999850187309,wind,Wind,0.0,0.3275695622229331,-0.1364873175928888,0.1364873175928888,2025,bus_2028,5
gen_2345_12,0.0789633095503086,1821,0.0,0.1000000051619661,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_2000,6
gen_1042_2,12.41329792593104,1032,2.3617687435479366,-0.366197313259297,hydrowater,Hydro,0.0,0.12,-0.0317647058823529,0.0317647058823529,2025,bus_1042,4
gen_1020_3,195.34336408724224,113,8.200000010014195,1.6957859545700886,naturalgas,Fossil,0.0,1.73,-0.5907317073170733,0.9071951219512197,2025,bus_1020,3
gen_BOMENSF1,134.42746034943903,25,0.0,-1.6999999719524246,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_1023,4
gen_4023_3,8.392030879192394,928,0.6290505606647061,-0.1999996383067443,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_4023,12
gen_5005_5,45.257282110175375,566,1.5000000147717103,0.2991822970927146,hydrowater,Hydro,0.0,0.3533999999999999,-0.25916,0.2827199999999999,2025,bus_5005,15
gen_TABMILL2,26.663297920549887,1540,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.0,0.0444015256686436,-0.0214903384236235,0.0214903384236235,2025,bus_3237,9
gen_1020_4,195.34336408724224,113,8.200000010014195,1.6957859545700886,naturalgas,Fossil,0.0,1.73,-0.5907317073170733,0.9071951219512197,2025,bus_1020,3
gen_BERYLSF1,109.31952147425454,179,0.0,-1.6999999719524246,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_1565,4
gen_2093_2,238.55571283245345,329,4.200000041790948,0.0670489459883083,wind,Wind,0.0,0.6356896816888796,-0.1816256233396798,0.2875739036211597,2025,bus_2093,7
gen_1036_3,645.28666725168,1119,3.314137132649325,-0.2813202555495043,naturalgas,Fossil,0.0,1.81,-0.3341538461538461,0.6126153846153847,2025,bus_1036,2
gen_3419_4,20.417134706402297,1216,0.8479755663852845,-0.5477465685138309,hydrowater,Hydro,0.0,0.1868,-0.0384588235294117,0.0824117647058823,2025,bus_3419,9
gen_RUGBYR1,72.21309853482262,523,0.0,-0.7957050950398918,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_3549,9
pv_Q8_2,541.888713667299,2001,0.0,0.0,solar,solar,0.0,0.0,-0.0,0.0,2025,connection Q8,11
gen_1082_6,800.5623023850173,537,3.5367441221246475e-08,0.1473948457493155,blackcoal,Fossil,0.0,7.2,-3.5,3.5,2025,bus_1082,2
gen_2061_2,152.46934422942883,486,1.1000000105153187,0.1999995452803374,hydrowater,Hydro,0.0,1.5001,-0.2727454545454545,0.2727454545454545,2025,bus_2061,6
gen_3585_2,43.902592653775656,1064,4.200000041647239,0.3019279933766468,naturalgas,Fossil,0.0,0.4,-0.0857142857142857,0.1809523809523809,2025,bus_3585,9
gen_DDPS1_2,358.01032312071675,99,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.0,0.5961829852800176,-0.2885525648755285,0.2885525648755285,2025,bus_3529,8
gen_4051_1,89.9570863413974,1524,6.791209800197036e-08,-0.1999997521334058,wind,Wind,0.0,0.869390493985857,-0.1931978875524126,0.0965989437762063,2025,bus_4051,12
gen_1078_6,96.48768505742773,442,1.000000009647888,-0.1425639573125995,wind,Wind,0.0,0.2296093368118497,-0.0688828010435549,0.0918437347247399,2025,bus_1078,4
gen_3419_5,20.417134706402297,1216,0.8479755663852845,-0.5477465685138309,hydrowater,Hydro,0.0,0.1868,-0.0384588235294117,0.0824117647058823,2025,bus_3419,9
gen_HAMISF1,63.88081793465077,12,0.0,-0.7957050950398918,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_3496,11
gen_2037_3,70.30135839182296,1913,1.1000000107921457,0.1712739319858489,wind,Wind,0.0,0.1871826069845332,-0.0680664025398302,0.0850830031747878,2025,bus_2037,7
gen_NASF1,10.220930869544125,1272,0.0,-1.6999999719524246,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_1081,2
"gen_[ANGAST1, ANGAST1]",51.32684849705854,1503,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.0,0.3925233200458534,-0.189981286902193,0.189981286902193,2025,bus_4204,13
gen_3592_1,1.07012154776603,1790,0.0,-0.7957050950398918,solar,Solar,0.0,0.0,-0.0,0.0,2025,bus_3591,8
gen_4064_2,284.17896921371107,1882,2.7999998626976206,0.7515425422804861,naturalgas,Fossil,0.0,2.645,-0.4723214285714285,1.039107142857143,2025,bus_4064,14
wtg_N3_1,443.5576243567458,1815,0.0,0.0,wind,wind,0.0,1.0148231705231303,-0.5074115852615653,0.5074115852615653,2026,bus_1132,2
pv_N2_1,955.9414210609352,2014,0.0,0.0,solar,solar,0.0,0.0,-0.0,0.0,2026,connection N2,1
wtg_V4_4,316.6607666336322,811,0.0,0.0,wind,wind,0.0,0.8761852976077869,-0.4380926488038934,0.4380926488038934,2026,bus_2200,5
pv_Q7_1,410.128408093124,2000,0.0,0.0,solar,solar,0.0,0.0,-0.0,0.0,2026,connection Q7,11
wtg_Q4_1,490.8169210612038,1790,0.0,0.0,wind,wind,0.0,1.9141808802187577,-0.9570904401093788,0.9570904401093788,2026,bus_3591,8
pv_N6_1,912.4275382187892,1393,0.0,0.0,solar,solar,0.0,0.0,-0.0,0.0,2026,bus_1206,4
pv_V2_1,804.1124053886995,654,0.0,0.0,solar,solar,0.0,0.0,-0.0,0.0,2026,bus_2106,5
wtg_V4_3,1118.033988749895,811,0.0,0.0,wind,wind,0.0,3.0935469322027616,-1.5467734661013808,1.5467734661013808,2026,bus_2200,5
wtg_S3_2,817.9536661694228,1551,0.0,0.0,wind,wind,0.0,2.8225691170006666,-1.4112845585003333,1.4112845585003333,2026,bus_4107,13
