name,mbase,bus_index,pg,qg,fuel,fuel_type,pmax,qmax,year_exp,exp_time
gen_2092_1,476.643849198753,1907,3.111182606253472,0.4769761967336132,naturalgas,Fossil,5.0,1.9791666666666663,2039,2039-12-01
gen_2011_1,53.081727110997626,1990,-9.779911865983564e-09,-0.0267974905324575,naturalgas,Fossil,0.53,0.0294444444444444,2039,2039-12-01
gen_5231_1,44.7213595499958,494,0.4000000097691451,-0.0082089024802244,naturalgas,Fossil,0.4,0.2,2040,2040-12-01
gen_4062_1,29.895506326053145,1013,2.699999861286651,0.6496274924838897,naturalgas,Fossil,0.27686,0.1127948148148148,2040,2040-12-01
gen_4062_2,29.895506326053145,1013,2.699999861286651,0.6496274924838897,naturalgas,Fossil,0.27686,0.1127948148148148,2040,2040-12-01
gen_4062_3,29.895506326053145,1013,2.699999861286651,0.6496274924838897,naturalgas,Fossil,0.27686,0.1127948148148148,2040,2040-12-01
gen_4062_4,29.895506326053145,1013,2.699999861286651,0.6496274924838897,naturalgas,Fossil,0.27686,0.1127948148148148,2040,2040-12-01
gen_4062_5,29.895506326053145,1013,2.699999861286651,0.6496274924838897,naturalgas,Fossil,0.27686,0.1127948148148148,2040,2040-12-01
gen_ERGT01,46.10528598761751,1451,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,1.4069999999999998,0.6809879999999999,2040,2040-12-01
gen_1003_2,911.269176985324,1845,5.794312176400978,1.5886136566205245,blackcoal,Fossil,7.3,3.570652173913044,2040,2040-12-01
gen_4062_6,29.895506326053145,1013,2.699999861286651,0.6496274924838897,naturalgas,Fossil,0.27686,0.1127948148148148,2040,2040-12-01
gen_4062_7,29.895506326053145,1013,2.699999861286651,0.6496274924838897,naturalgas,Fossil,0.27686,0.1127948148148148,2040,2040-12-01
gen_WESTILL1_1,62.76984718796119,1059,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.565,0.27346,2040,2040-12-01
gen_5231_2,44.7213595499958,494,0.4000000097691451,-0.0082089024802244,naturalgas,Fossil,0.4,0.2,2040,2040-12-01
gen_2325_2,66.5378691187571,1921,0.7000000097891391,0.1694688474764123,wind,Wind,1.0659999999999998,0.3045714285714285,2040,2040-12-01
gen_4062_8,29.895506326053145,1013,2.699999861286651,0.6496274924838897,naturalgas,Fossil,0.27686,0.1127948148148148,2040,2040-12-01
gen_2060_1,100.974593,1692,1.1000000105156875,0.1999996290331235,wind,Wind,1.517,0.2758181818181818,2040,2040-12-01
gen_WESTILL1_2,62.76984718796119,1059,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.565,0.27346,2040,2040-12-01
gen_4062_9,29.895506326053145,1013,2.699999861286651,0.6496274924838897,naturalgas,Fossil,0.27686,0.1127948148148148,2040,2040-12-01
gen_TARALGA1_1,39.550558582149,41,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.356,0.172304,2040,2040-12-01
gen_TARALGA1_2,39.550558582149,41,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.356,0.172304,2040,2040-12-01
gen_5231_3,44.7213595499958,494,0.4000000097691451,-0.0082089024802244,naturalgas,Fossil,0.4,0.2,2040,2040-12-01
gen_4062_10,29.895506326053145,1013,2.699999861286651,0.6496274924838897,naturalgas,Fossil,0.27686,0.1127948148148148,2040,2040-12-01
gen_TARALGA1_3,39.550558582149,41,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.356,0.172304,2040,2040-12-01
gen_1017_1,853.1517461942509,899,8.202627384211086,0.620308869575966,blackcoal,Fossil,6.6,3.376744186046511,2040,2040-12-01
gen_4023_1,8.392030879192394,928,0.6290505606647061,-0.1999996383067443,solar,Solar,0.0825666666666666,0.0150121212121212,2041,2041-12-01
gen_4019_1,0.988983168276027,1184,0.999999002224776,0.074295845970026,solar,Solar,0.1375,0.01375,2041,2041-12-01
gen_GB01,55.54853733447893,1391,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,1.4171,0.6858763999999999,2041,2041-12-01
gen_4026_1,0.6130266438237391,750,3.353203238118548e-07,0.0,solar,Solar,0.03,0.0,2041,2041-12-01
gen_4023_2,8.392030879192394,928,0.6290505606647061,-0.1999996383067443,solar,Solar,0.0825666666666666,0.0150121212121212,2041,2041-12-01
gen_4047_1,0.9103895200554982,656,0.3109665707914452,0.0203008059097691,solar,Solar,0.11,0.011,2041,2041-12-01
gen_4022_1,16.55719254583941,464,1.1999977458316644,-0.0999996439130205,solar,Solar,0.165,0.01375,2041,2041-12-01
gen_WOODLWN1,53.659887065106645,1972,-8.515848799878692e-09,-0.1108248833417338,wind,Wind,0.483,0.2337719999999999,2041,2041-12-01
gen_4022_2,16.55719254583941,464,1.1999977458316644,-0.0999996439130205,solar,Solar,0.165,0.01375,2041,2041-12-01
gen_4067_2,88.5158615344204,1904,0.8999999551541579,-0.1999999655691542,hydrowater,Hydro,0.01,0.0044444444444444,2041,2041-12-01
