number,name,base_voltage,angle,magnitude,area,x,y
1983,bus_3439,15.75,0.05788057141948324,0.9908113512489721,9,377,3571
492,bus_1077,12.5,0.06931618130963282,1.0331962162321786,4,1438,-1461
505,bus_3536,132.0,-0.10059709829192066,1.0726470782443558,10,1025,4232
1136,bus_5213,22.0,-0.1654919447065816,1.0485166620457698,15,1161,-6181
799,bus_3404,110.0,-0.32756088750390355,1.05236308766553,11,-1277,2249
1991,bus_4162,132.0,1.0444142010189568,0.9486355828991629,12,-3933,-1814
967,bus_1332,132.0,-0.15185974088798707,1.0752808983721969,2,639,19
1024,bus_3033,6.6,-0.0932026304442662,1.0590205495691767,9,-1500,5135
299,bus_3007,33.0,-0.02262544148075608,1.0227452794609087,11,-1409,2892
1331,bus_2197,66.0,-0.5645756980518023,1.02830406738766,7,888,-4181
874,bus_1377,132.0,-0.2188293652239042,1.048420930743431,2,-466,-304
495,bus_3106,132.0,-0.050318599664842714,1.0496841974887638,8,-1021,5352
1998,bus_3500,66.0,-0.01212377227948167,1.0599832124773159,9,-139,3745
1657,bus_4466,11.0,0.9676905542194989,1.0654838590683953,14,-1915,-2749
794,bus_4166,132.0,1.0416928123469902,0.954027067520788,12,-3848,-1764
642,bus_4031,66.0,0.982537437853312,1.01428437,13,-2169,-2688
932,bus_3173,132.0,-0.21362297170992217,1.064295624205293,9,-1258,4095
518,bus_4040,13.2,1.0578588284278863,0.9989252074066408,13,-2466,-1680
661,starbus_xf_1090_1091_1523_9,500.0,-0.10734641853537592,0.9892780195299725,2,714,507
1174,bus_3489,19.1,-0.3173164943294993,0.9944273720849907,8,-1252,6502
453,bus_5196,22.0,-0.07889732412241265,1.067628642471234,15,1288,-6358
1560,bus_2022,15.0,0.029714745671309883,0.9924945772719457,5,769,-1980
1901,bus_1321,132.0,-0.3333619374425046,1.0363881380459672,2,-293,402
1071,bus_5127,110.0,-0.3191701840826492,1.0598109422245139,15,708,-5350
1265,bus_1255,132.0,-0.06259535028869284,1.0568131467813322,4,1977,-1315
1539,bus_2181,220.0,-0.41047749144996215,1.0284092086505043,6,803,-3560
962,bus_2286,66.0,-0.09682609504482018,1.0568252993408611,5,275,-3385
255,bus_1058,21.0,0.10811865867325812,0.98801,3,1202,-890
1363,bus_1112,330.0,-0.239922803799608,1.0445303645537916,3,795,-151
1691,bus_3117,132.0,-0.20234384854958348,1.0629297429539857,9,-470,5484
229,bus_2136,220.0,-0.3723325586636918,1.0165520878347776,7,900,-4034
934,starbus_xf_3177_3179_3178_2,110.0,-0.3581058653949922,1.0420325892957096,11,-1249,2385
55,starbus_xf_3486_3561_3489_3,132.0,-0.3173164943294993,0.9944273720849907,8,-1211,6608
1623,starbus_xf_2200_2196_2305_2,500.0,-0.15409228351883517,1.0231766941565994,5,-277,-2958
1281,bus_5086,110.0,-0.03944275476454993,1.051525458785351,15,1461,-6328
1324,bus_4383,33.0,0.9505599036507629,1.0417810728636714,12,-2578,-1258
1194,bus_5186,22.0,-0.124161504297685,1.0740947820683253,15,1731,-5633
136,bus_5099,110.0,-0.13280182365045212,1.0236148955566364,15,1379,-6154
797,bus_3319,110.0,-0.2971285461118336,1.0621934003248379,9,-611,4070
1124,starbus_xf_3362_3364_3363_1,110.0,-0.3691069708691198,1.06298,11,-17,3141
1564,bus_1128,132.0,-0.36042232810809177,1.0504383885764212,2,396,-547
1929,starbus_xf_1099_1100_1532_10,500.0,0.054337193949911274,1.0079604916572287,2,825,368
857,bus_4206,132.0,0.9070490963692684,1.0092456165308783,13,-1840,-1583
380,bus_1029,16.0,-0.09936051918309631,1.0311464908998802,4,1319,-847
1970,bus_1345,132.0,-0.15708308102926433,1.072890627041469,2,708,82
1735,bus_5140,220.0,-0.03883545209740679,1.1000000041805902,15,976,-5663
1444,bus_3242,132.0,-0.2651033327115655,1.0560832294802565,8,-803,5828
118,bus_4400,11.0,1.0707694569165644,0.9681902290184919,12,-3762,-1734
1152,bus_1560,66.0,-0.1623987948825538,1.0538016036734532,2,473,-20
969,bus_3434,15.0,0.17545371729879372,1.0474321414081182,10,619,3536
1613,bus_3188,66.0,-0.2323915608446887,1.0197796354141044,9,-1432,4432
1008,bus_3113,66.0,-0.29543267723024197,1.0641463088046523,8,-929,5934
1683,starbus_xf_4104_4043_4044_3,275.0,1.0578588289453734,0.9989252067458285,13,-2402,-1656
1961,bus_3056,110.0,-0.11623264070174388,1.035337764804086,11,-996,2948
1216,bus_3419,15.75,-0.05676083991800423,1.0801,9,-1444,4973
865,bus_5121,110.0,-0.15579387720875212,1.021240929945139,15,1133,-5863
561,bus_3017,110.0,-0.3260726260658006,1.048103357981525,9,-742,4092
1121,bus_4422,11.0,0.9103496214012685,0.9901901513211792,13,-2467,-2697
27,bus_2293,66.0,-0.14277589570925006,1.0270381226653544,4,779,-2299
202,bus_3335,11.0,-0.546480331678523,1.0098142645382675,11,52,3029
515,bus_3068,132.0,-0.3512812251017765,1.0297266963201006,8,-1018,6497
1304,bus_5198,11.0,-0.15989168138384957,1.0101255966062201,15,1106,-6069
39,bus_2179,220.0,-0.07820535763474876,1.0806756945492382,5,280,-3311
1521,bus_4439,11.0,0.9889224944638554,1.0013380821340374,14,-2177,-3163
1943,starbus_xf_4257_4379_4434_3,66.0,1.0192374688933177,0.9890090314021385,14,-2063,-3911
1291,bus_3518,132.0,-0.3031748976012003,1.0417387838644785,8,-1155,6151
270,bus_4226,66.0,1.0425130817173016,1.0121135255806009,14,-2009,-3012
1342,bus_1252,132.0,-0.31466633263231186,1.0496105488866538,3,875,144
1073,bus_5218,22.0,-0.21187244838322553,1.0160062090659687,15,1292,-5726
307,bus_1322,132.0,-0.08198115796419296,1.039586998527219,1,1778,1737
847,bus_3493,66.0,-0.2103427343406722,1.0510839058326353,9,-398,5494
1048,bus_2075,0.65,0.12141718487435398,1.0536715246467276,5,-33,-3732
535,bus_2105,220.0,-0.3216407682288247,1.0446811005842624,6,264,-3628
688,bus_5222,11.0,-0.12509837270928373,1.0709525808787619,15,546,-6661
33,bus_4210,132.0,0.843764031304218,0.9756478861167076,13,-1444,-1776
1768,bus_1224,132.0,-0.31073137190486444,1.0491895923002144,2,515,156
1957,bus_3215,11.0,-0.3893610448224911,0.986112187327449,8,-1170,6962
758,bus_1158,330.0,-0.035388699194157124,1.047238776246006,4,1136,-1159
280,bus_4117,275.0,0.9953587318476333,1.0585945060804445,13,-2144,-1797
1939,bus_1317,132.0,-0.16753203017844573,1.0803731424613823,4,816,-2090
317,bus_5034,6.6,-0.14473939680386697,1.009992652425121,15,929,-5929
1015,bus_5070,110.0,-0.3189297041618565,1.0597874705048207,15,778,-5332
1563,bus_3606,275.0,-0.18074752089239934,1.0893490550900609,9,-992,4175
574,bus_4365,33.0,0.946932820695176,1.040380108996351,12,-2798,-1260
502,bus_3570,275.0,-0.26100074259654454,1.0631334766979443,11,-465,3045
968,bus_1109,330.0,0.004049622081316998,1.027,1,1063,2437
1861,bus_1475,132.0,-0.06674285461186588,1.0560510635867362,4,2136,-1462
1302,bus_4156,132.0,0.9912064685051387,1.0150036664155435,12,-3361,-1633
1896,starbus_xf_3231_3644_3645_2,110.0,-0.29804710714602456,1.0346916410675122,11,-1064,3231
274,bus_3634,132.0,-0.21218023327389612,1.0642702187901196,9,-1330,4261
912,bus_3070,33.0,-0.3156871124779273,1.0476863577552626,8,-696,6159
1005,bus_2346,33.0,-0.2502141326496319,0.9953864443885309,5,-392,-3198
769,bus_1050,15.0,-0.17183198551325368,1.036604106344159,2,788,582
49,starbus_xf_1430_1502_1542_1,132.0,-0.2915837372065172,1.0427877309712505,2,243,911
795,bus_1347,132.0,-0.06699516559382872,1.0111386792028951,1,2504,2612
747,bus_2081,22.0,-0.06390098840935213,0.9539872186477829,5,-490,-3510
1543,bus_3103,66.0,-0.2674386256036301,1.0579478648993492,9,-1510,4330
1345,bus_1496,132.0,-0.22865093636499476,1.0490014635702751,2,531,970
242,bus_1595,66.0,-0.10543092503265653,1.032639388032671,1,2865,2748
1329,bus_1647,11.0,-0.4207943980077583,1.06298,2,-170,484
1811,bus_3401,66.0,-0.3609493506350176,1.0420128034583607,8,-896,6940
1322,bus_1455,132.0,-0.34684733730034334,1.049623823105755,2,438,792
141,bus_5060,110.0,-0.10294791397658118,1.0634906592100215,15,1696,-5591
1407,bus_4048,33.0,1.090392902449551,1.0441677341999633,13,-2481,-1600
1603,bus_3013,11.0,-0.2941831159423512,1.0357977325129881,9,-1406,4123
1898,bus_4038,66.0,0.9836521077075935,1.0227210926830632,13,-2644,-2675
75,bus_5221,22.0,-0.18943589950368417,1.0221913776607936,15,1131,-5961
306,bus_3593,275.0,-0.2006274409651271,1.0610454520109465,11,-613,3347
463,bus_1069,15.75,-0.088162857873609,1.06298,4,794,-2014
1725,bus_3403,33.0,-0.3711461638376941,1.01176511254292,11,-17,3237
1707,bus_5004,13.8,0.11471798221641306,0.98803,15,1010,-5711
683,bus_3282,132.0,-0.1077535586935086,1.070866352940668,10,1072,4315
172,bus_3217,132.0,-0.02560363239139693,1.080837605594399,9,116,5044
1082,bus_2246,33.0,0.16407220535441847,0.9829,7,1510,-4562
589,bus_2055,0.6899999999999998,0.1584532389258912,1.07291,5,-314,-3692
1394,bus_4369,33.0,1.1831792599613575,1.012816720795193,12,-2988,-1353
398,bus_2067,11.0,-0.3000297824420486,1.0840868173042306,7,1245,-3952
1663,bus_3526,15.75,0.20095367959608085,0.98381,9,389,3622
500,bus_1152,330.0,-0.09172756932722813,1.0505892997593202,2,679,-116
738,starbus_xf_3413_3415_3414_2,110.0,-0.38475836779545747,1.0547457801739775,11,-187,2958
710,bus_2143,220.0,-0.3000297845628856,1.0840868875772816,7,1253,-4202
1255,bus_3202,66.0,-0.2649940016476668,1.009955548197449,8,-751,6043
691,bus_4080,0.6899999999999998,0.45218329377288874,1.0726602370386111,14,-969,-3162
1248,bus_1587,66.0,-0.12251305276303887,1.0521536082578358,4,1681,-2347
1386,bus_1039,15.4,0.1863921871100299,0.97805,4,1345,-1629
16,bus_2349,33.0,-0.25109280597054734,0.9951710382183326,5,-382,-3237
826,bus_3586,20.0,0.014141088853714675,1.0414030159368908,9,-576,4901
1989,bus_1575,33.0,-0.3883891666300858,1.0446171200010699,3,1044,-449
657,bus_2139,132.0,0.20590625143977495,1.092728662732128,4,1136,-1803
205,bus_1164,132.0,-0.12130479874319865,1.0788083881422366,1,1958,2291
305,bus_3425,20.0,0.14542358101252637,1.07021276112892,9,-271,3717
861,bus_4500,33.0,0.9283677405908641,1.0644170433559361,12,-2424,-1109
188,bus_3167,132.0,-0.2293002210125996,1.0458174687720876,9,-673,5521
1043,bus_5184,11.0,-0.09894098139801742,1.0635548928830572,15,565,-5918
170,bus_1189,132.0,-0.32658829402484385,1.0491512002520478,2,732,-450
1882,bus_4064,16.0,1.2813075338459194,1.01184,14,-1778,-2620
1434,bus_3505,33.0,-0.3665935429753687,0.994897557379825,11,-444,2787
1058,bus_1061,132.0,-0.01643488376615046,1.0655296844739026,4,970,-1623
1378,bus_5133,33.0,-0.14862518069862726,1.0262362673510828,15,1050,-6217
437,bus_4178,132.0,0.8287984767363081,0.993587910813598,13,-2148,-1243
467,bus_3138,10.5,-0.12109128928684862,1.0259055633432086,9,528,4209
473,bus_1508,66.0,-0.23928525625099129,1.050627003456809,4,373,-902
1251,bus_4432,7.6,1.0219293350097283,0.9739456924418505,14,-2306,-3822
554,bus_1650,33.0,-0.1789070050248438,1.0770808307337452,4,911,-2041
1855,bus_1140,330.0,-0.25880976868315786,1.04751461269572,2,828,-241
651,bus_2056,0.6899999999999998,0.19627658092565406,1.07773,5,-297,-3716
658,bus_3053,66.0,-0.04045457219400257,1.0821388704230634,9,233,5132
80,bus_3340,110.0,-0.35285150197389575,1.0345568331003645,11,-843,2502
850,bus_3160,132.0,-0.23997248264631194,1.0545887406010024,8,-782,5815
95,bus_4138,275.0,0.4616275162100701,0.9307584558905165,14,-955,-2336
1162,bus_5131,110.0,-0.12549708212271232,1.0283890427151448,15,1251,-6104
204,bus_4261,66.0,0.9749228198544762,1.0449602915231289,14,-1550,-3288
888,bus_4236,66.0,0.984132707008711,1.0235315374257128,13,-2396,-2385
346,bus_5174,6.6,-0.13756866159180983,0.9971532951341309,15,1161,-6383
699,bus_1293,132.0,-0.026124031709639076,1.0748945987065717,4,2279,-1561
399,bus_1507,66.0,-0.24266996028110832,1.0398592271142382,4,814,-2288
1468,bus_4268,66.0,1.010882771605736,1.006226232136439,14,-2189,-3543
1012,bus_3584,275.0,-0.441972297324485,1.0536492981037135,8,-1503,6658
261,bus_4114,275.0,1.1469414624149383,1.0327436676843895,13,-2627,-1902
353,bus_1619,11.0,-0.037773007671019314,1.065951269125953,1,2832,2870
57,bus_1602,33.0,0.026757069226575957,1.1198126053507267,2,1770,1218
1956,starbus_xf_1617_1027_1619_2,66.0,-0.03777300767101933,1.0285494702092532,1,2829,2850
696,bus_1527,66.0,-0.06703057600618142,1.0705147984052932,1,1873,2274
15,starbus_xf_4160_4097_4401_1,132.0,1.0694001100538109,0.9961527504591549,12,-3689,-1737
617,bus_1246,132.0,-0.3595026209900812,1.0506324777000964,2,459,-475
1447,bus_1593,132.0,-0.06520822313142344,1.0260608380920184,1,2977,2908
1433,bus_2030,15.0,0.12814272019801135,0.96361,5,769,-1904
112,bus_5101,110.0,-0.1170001399030742,1.0271869016938635,15,715,-6409
607,bus_4188,132.0,0.9869403536030001,1.0385336766945379,12,-2750,-1191
1792,bus_2018,17.0,0.029714745751537798,0.9924945752841418,5,786,-1878
1971,bus_1205,132.0,-0.15197677827898076,1.071966265280852,2,141,-289
1094,bus_4097,66.0,1.0686998214278993,0.9969356959542462,12,-3742,-1731
311,bus_2205,500.0,-0.21698025664238196,1.0052346400048493,5,-357,-3142
900,bus_2160,220.0,-0.3581924973040241,1.0394778047335511,6,325,-3872
47,bus_2207,500.0,-0.3607619935671586,1.0628131502887084,6,729,-3348
201,bus_3230,33.0,-0.3524813477434561,1.0225745987551327,11,-639,3166
1690,bus_5155,220.0,-0.08928081389675672,1.0551151338680296,15,814,-6003
781,bus_5092,110.0,-0.1208783099782196,1.0291242850729507,15,997,-6215
1178,bus_4272,66.0,1.0003842266771867,1.0185065085189273,14,-2315,-3045
1439,bus_3088,132.0,-0.5174261322662729,1.0078148818397268,8,-1732,7269
1436,bus_5144,220.0,-0.1517887755538773,1.01403,15,1222,-5533
64,bus_1371,132.0,-0.3355215844546573,1.0445307386160738,2,683,-534
416,bus_3604,275.0,-0.017636589025987776,1.0720741302873895,9,-1080,4673
1424,starbus_xf_3362_3364_3363_2,110.0,-0.3776120622927099,1.0437851965277212,11,-17,3141
674,bus_1585,33.0,-0.33894340812606266,1.01922329114646,2,107,881
679,bus_2027,15.0,0.03881137972955039,0.9952041254178184,5,743,-1962
1149,bus_5104,110.0,-0.11957916178998815,1.0239558177965575,15,745,-6429
1,bus_4150,275.0,1.0039294171512556,1.057048956277603,13,-2282,-1835
499,bus_3051,132.0,-0.030637873247334378,1.0736983958747839,9,159,5054
1608,bus_1613,66.0,0.027486856710323762,1.0336329143092806,1,2144,1943
1865,bus_1383,33.0,0.019903915892048145,1.0115252359208755,4,407,-1151
732,starbus_xf_2200_2196_2304_3,500.0,-0.15798669715593827,1.024668915453111,5,-277,-2958
1341,bus_1478,132.0,-0.3544728069213809,1.0508617417520452,2,597,-481
21,bus_1304,132.0,-0.6076111973944772,1.073001075665729,11,-1185,2158
1905,bus_1288,132.0,-0.07402189806346848,1.0516896969241094,4,2161,-1359
760,bus_1154,330.0,-0.03700088617678546,1.0367633553061375,4,1751,-1387
1984,bus_4417,11.0,0.9210495451395182,0.9870553293671948,13,-2522,-2247
1053,bus_2291,66.0,-0.517605537531158,0.97713,6,669,-4017
1238,bus_4449,11.0,0.9819403747506963,1.0090634170595274,14,-2474,-3131
929,bus_4312,66.0,0.9677908415974872,1.04209136045144,14,-1586,-2960
746,bus_2266,66.0,-0.006166360829369292,1.0393487072276604,5,42,-3609
1045,bus_4481,11.0,0.9790558125223305,1.0527514542395937,13,-1853,-2061
759,bus_4342,66.0,0.9682459019047382,1.04364942196358,14,-1640,-2952
243,bus_1066,330.0,-0.25983816582967306,1.027,2,679,322
977,bus_1638,66.0,-0.31037432710355056,1.091312329872269,1,1531,1700
1878,bus_3483,132.0,-0.23377542200481055,1.0536492981037135,8,-822,5732
387,bus_4484,11.0,1.0135152795688023,0.9893536681460219,14,-1910,-3215
146,bus_5159,220.0,-0.08052053218018608,1.0516535725927663,15,614,-6127
1000,bus_4183,132.0,0.98697856720662,1.038400619418652,12,-2652,-1307
1108,bus_1249,132.0,-0.1301059274575416,1.0585682295398733,4,1098,-2068
1518,bus_4413,11.0,0.9803277960689896,1.0744404084584398,13,-2093,-2592
1504,bus_1338,132.0,-0.3376503382165787,1.0443125997813845,2,787,-513
314,bus_3245,132.0,-0.3268053357617507,1.0351416688430102,8,-1281,6365
66,bus_5062,110.0,-0.16645925580534726,1.0610931970107178,15,1689,-5561
822,bus_1038,15.4,0.2052554034274704,0.97897,4,1364,-1619
566,bus_5005,13.8,0.1118890133203961,0.98282,15,957,-5707
5,bus_5143,220.0,-0.07246587651234816,1.093081832864612,15,1008,-5612
282,bus_1364,132.0,-0.2520656324481088,1.0688791150283514,1,985,1738
567,starbus_xf_3516_3584_3517_1,132.0,-0.46200512996743737,1.043552227268378,8,-1736,6747
776,bus_1341,132.0,-0.35781117353783387,1.0472194238396284,2,294,913
961,bus_2003,13.8,0.13238098508347237,0.97085,6,992,-3064
1228,bus_4034,11.5,0.9836521052337581,0.96603,13,-2703,-2725
488,bus_4447,11.0,0.9472802254135347,1.0040770002282486,14,-2408,-3221
1431,bus_1346,132.0,-0.2782743044369765,1.0346409919817283,3,1167,325
1892,bus_1043,15.4,0.20872544334504617,0.98556,4,1324,-1614
1936,bus_3651,132.0,0.01835687898938841,1.0645421748216641,11,721,2854
726,bus_3609,275.0,0.04426284747369286,1.0822533690090148,10,516,3511
1014,bus_3081,22.0,-0.479141684689617,1.048500818337563,8,-1452,7139
853,bus_3145,22.0,-0.5702060145654388,0.8890719524105792,8,-1616,7306
1151,bus_5102,110.0,-0.1162282949593965,1.027277917610787,15,790,-6368
1946,bus_5207,22.0,-0.13873575523694587,1.0226505115696247,15,1425,-6195
1702,bus_2048,11.5,-0.32985771764567345,0.9772140620462898,6,549,-4447
182,bus_1651,66.0,-0.3548290263927442,1.0310615374212455,1,-1124,2030
36,starbus_xf_4038_4035_4036_2,66.0,0.9836521072195525,0.9737113997408027,13,-2644,-2675
943,bus_1320,132.0,-0.33977979082571025,1.0469402147230493,3,1005,-407
894,bus_1557,11.0,-0.3240776128960599,1.0395680090532622,1,844,1491
356,bus_1102,330.0,-0.022273878885440274,1.0441417322900985,4,1404,-1052
290,bus_1051,15.0,-0.17175231748658812,1.0366864380307066,2,776,532
1074,bus_3331,22.0,-0.585374808847904,1.0089151429001928,8,-1691,7364
634,bus_2107,220.0,-0.05931959505358338,1.07761803927027,6,955,-3011
285,bus_1432,132.0,-0.20977587278003046,1.0541750306641333,2,403,-107
1949,starbus_xf_3333_3336_3335_1,110.0,-0.38596667888075686,1.0440549498554348,11,-26,3018
310,bus_2121,220.0,-0.4618827151274631,1.0293840309810427,7,924,-3962
992,bus_4228,66.0,0.7238271980298471,0.9753058538824124,13,-2150,-1130
1033,bus_4065,16.0,1.2606823874361304,1.00877,14,-1769,-2584
336,bus_2168,220.0,-0.47266379939428554,1.06298,6,854,-3647
150,bus_3459,13.8,-0.35091230980249694,1.0300165992398889,8,-912,6796
415,bus_5096,33.0,-0.12345184994977336,1.1000000105160872,15,656,-6456
127,bus_4326,66.0,1.04250725421976,1.0121578222105163,14,-2067,-3191
577,bus_4223,132.0,0.9939545028771918,1.0169805438048474,12,-3363,-1658
1320,bus_3259,132.0,-0.35012952823954757,1.025855703871981,8,-1099,6377
1414,bus_1576,33.0,-0.3988898141780324,1.0494376321241956,4,861,-757
194,bus_3241,132.0,-0.24197741687788935,1.057991394548808,8,-826,5825
354,bus_1344,132.0,-0.34579864441912406,1.0522266456629525,3,1490,-430
551,bus_2271,66.0,-0.04595621570943355,1.0995148033036208,5,238,-3228
733,bus_1240,132.0,-0.3243035127036369,1.039969627579308,2,374,-435
281,bus_4348,33.0,1.0449225030250975,0.9169890204391425,12,-4001,-1850
1239,starbus_xf_3134_3135_3136_1,110.0,-0.3964711138308709,1.0469824328225819,11,-1006,2471
1889,bus_2095,20.0,-0.2872316690475644,0.98956,7,959,-4023
1167,bus_2004,13.8,0.164484547572157,0.9712,6,997,-3037
1864,bus_2035,10.5,-0.3000968148696459,0.9694976974396085,7,1317,-4224
1919,bus_2355,165.0,0.4061276590461376,0.9242757979141755,13,-1806,-942
325,starbus_xf_5090_5200_5201_6,110.0,-0.11566538369655495,1.053979664882791,15,898,-6262
1918,bus_2230,66.0,-0.45118977374587876,1.0072607088300463,6,308,-4195
1416,bus_3399,11.0,-0.43144831361391367,1.0027403329200524,11,-1830,2075
1996,bus_3156,11.0,-0.043560980051380496,1.0083570203626548,10,571,4159
1369,bus_3300,132.0,-0.11625861146462271,1.0703003313912975,10,1342,4456
1977,bus_3357,110.0,-0.3357729165154154,1.0473791179011127,11,-274,3142
1211,bus_3214,110.0,-0.007646122054452157,1.0288189856803815,11,-1137,2866
1365,bus_1074,12.5,0.1615966122042589,0.96354,4,1419,-1517
1907,bus_2092,20.0,-0.19462069287073497,0.99185,7,1230,-3851
719,bus_1238,132.0,0.17299246243765617,1.0699856073119436,4,1931,-1833
1146,bus_2191,330.0,0.029714745652925142,1.040615526705547,5,740,-1889
1529,bus_2336,22.0,-0.39585487603582326,0.9842859914859093,7,936,-4019
1566,bus_5197,22.0,-0.04097472764225782,1.0537106562457295,15,1485,-6382
1863,bus_1572,66.0,-0.13812334353198957,1.0767856010868533,1,2213,2386
1270,bus_2255,66.0,-0.35818359199444055,1.0508522017709232,7,1320,-4352
1250,bus_2269,66.0,0.21806584592456493,1.0734714258336564,6,94,-4418
1709,bus_1149,330.0,-0.1554395651878936,1.025077786,2,721,682
1854,bus_5241,6.6,-0.1527652776329509,1.0271967271636382,15,1162,-6405
219,bus_2250,66.0,-0.40804764325712917,1.0586479797021409,6,460,-3926
477,bus_5217,22.0,-0.20956546931766487,1.0409812122103743,15,413,-5730
363,bus_1155,330.0,-0.09901860515804009,1.0468755876733495,2,368,-101
1415,bus_2059,0.6899999999999998,0.26917878071562923,1.08353,5,-275,-3768
1668,bus_2044,21.0,-0.34072544958095236,1.01171,6,676,-4257
1985,bus_1616,66.0,-0.045027917563793214,1.0125812335645505,1,2815,2889
1240,bus_4126,132.0,0.9457938470959635,1.0507462818685074,12,-2594,-940
1280,bus_2077,220.0,-0.2538261926077382,1.0090128600449058,5,-409,-3284
1113,bus_1267,132.0,0.011015602901133263,1.0714597174579557,4,1034,-1680
81,starbus_xf_3359_3360_3361_3,110.0,-0.3384004677191405,1.045518538332595,11,-1519,3506
149,bus_1310,132.0,-0.21637290058969916,1.0504664360178961,4,431,-841
1964,bus_4274,66.0,0.9941902154430667,1.015440129862922,14,-2439,-3222
1567,bus_4314,66.0,0.9706896289514179,1.0426147337532827,14,-1522,-3231
343,bus_1103,330.0,-0.02349809903081908,1.0406343683645485,4,1446,-1310
339,bus_3127,66.0,-0.10059709746675956,1.0829021277251283,10,1094,4307
1418,bus_4251,66.0,1.0312946944578931,1.0014779113108678,14,-2185,-3693
76,bus_4053,15.75,1.1436202662366215,0.99759,14,-1976,-2688
373,bus_1642,33.0,-0.006681898113132223,1.099999971966625,1,1409,2464
1166,bus_2070,11.0,-0.3508542821846271,1.067043014188034,7,1345,-4754
1056,bus_3490,275.0,-0.06931740289935495,1.0636915724750553,11,-422,3036
1986,bus_3125,11.0,-0.4176516136547103,1.023563229173553,11,-1373,2400
1771,bus_3077,132.0,-0.3352582608114184,1.024455763859147,8,-1074,6928
1399,bus_4421,11.0,0.9718104305928539,1.1000000096348794,13,-2336,-2734
1253,bus_3392,33.0,-0.3218044591592429,1.0557164949148747,11,-1090,3172
671,starbus_xf_1118_1038_1039_1,330.0,0.10509163746073089,0.9786833658611954,4,1300,-1557
700,bus_4426,7.6,1.0079672793215542,0.9851879270810081,14,-2020,-3653
1374,bus_3174,132.0,-0.26119157006971877,1.0556425205444706,9,-1425,4091
1840,bus_3158,275.0,0.059650018122266876,1.0554790935884322,9,307,3563
792,bus_4424,11.0,0.9714737590007524,0.9792943530822594,14,-1938,-3768
653,bus_3232,132.0,-0.21787913024412298,1.0419122614737608,9,-117,5514
155,bus_2065,11.0,-0.3824904305150007,1.0450653206465002,7,1372,-4478
823,bus_4420,11.0,0.9419476491942516,1.0007485259423792,13,-2382,-2515
871,bus_3334,110.0,-0.30602547041021233,1.0458260475670444,11,-1391,3478
263,bus_3307,110.0,-0.34095173948086926,1.046219420076015,11,-1599,2101
1421,bus_4216,132.0,0.15768068673491076,1.0141065870933212,14,-864,-2495
264,bus_4182,132.0,0.9902365540141812,1.0577115781739546,12,-3298,-1459
924,bus_3085,22.0,-0.5248755285620348,0.9985110811990311,8,-1460,7399
1105,bus_3271,33.0,-0.39813976402726353,1.0376940714203078,11,-580,2683
1532,bus_2208,500.0,-0.3558422618083368,1.0595275351603426,6,453,-3333
1978,bus_4317,66.0,0.9671543652023611,1.0415534053302107,14,-1644,-2907
448,bus_3343,33.0,-0.1888305087066351,0.9903161434951117,11,-1230,3017
783,bus_2114,220.0,-0.4531853296572611,1.047427244427049,6,860,-3472
964,starbus_xf_4166_4356_4491_3,132.0,1.0223061992500286,0.9387673649966151,12,-3848,-1764
1546,bus_4385,33.0,0.8079479307061209,0.9583156487664091,13,-1450,-1717
1995,bus_1615,33.0,-0.039168905426420604,1.0382744277411655,4,2611,-1775
227,bus_4394,33.0,0.26231213674790926,1.056360156557935,14,-882,-2787
20,bus_4265,66.0,1.014753436167427,1.0029647594963729,14,-2167,-3907
1400,bus_1477,132.0,-0.2063216176403489,1.0786904638026873,1,1237,1469
490,bus_1517,66.0,-0.057650330346259764,1.094356024471166,4,894,-1382
817,bus_3370,33.0,-0.36238057332086965,1.0418595475161812,9,-508,4387
1605,bus_4260,66.0,1.0143770902429645,1.00433961956117,14,-2127,-4027
1701,bus_3424,20.0,0.14247942163611318,1.069757457059253,9,-211,3633
724,bus_3034,132.0,-0.19807504353895483,1.0592614395269242,9,-1239,4414
1034,bus_1070,15.75,-0.08816285790663839,1.0576,4,848,-2033
1413,bus_2128,220.0,-0.35809998044972546,1.0389217956445833,6,340,-3787
35,bus_4329,66.0,0.9311970921881929,0.995733011787451,13,-1670,-2053
1833,bus_1523,33.0,-0.10734641853537592,1.03424520223588,2,736,625
851,bus_4487,11.0,0.9859553385425732,0.9830711760019548,14,-2070,-4112
976,bus_3263,132.0,0.026318581599284522,1.0714190289464862,9,-1368,4590
667,bus_1068,11.0,-0.06980276378410458,1.100000004556126,4,1188,-2387
729,bus_4224,132.0,0.20585299864213222,1.0197223494977028,14,-973,-2291
583,bus_1563,33.0,-0.24585887451804656,1.0674881892761046,1,1432,1715
594,bus_3004,66.0,-0.4410670668881325,1.060499716266935,8,-1417,6783
1612,bus_3520,33.0,-0.33721841546522563,1.039537435453649,11,-936,3314
19,bus_3327,11.0,-0.43001002333389304,1.0087045560006753,11,-1344,2103
289,bus_2038,10.5,-0.16827651774993155,0.94763,7,1263,-4302
1013,bus_4062,16.0,1.2597234926377525,1.00541,14,-1815,-2614
78,starbus_xf_3266_3154_3155_1,132.0,-0.02169210303063329,1.049377444248649,10,544,4081
1165,bus_1430,132.0,-0.27397379575737707,1.0475880925641656,2,243,911
1334,bus_3618,132.0,-0.10789687990637403,1.072141898585632,10,1258,4394
