ren_act,ren_rat,thermal_act,thermal_rating,storage_act,storage_cap,hydro_act,load
360.0000040537193,0.0,0.0,0.0,0.0,0.0,0.0,412.02035082139696
1860.0000113347928,88.65470372197046,8159.429910704427,9662.580528601256,1950.0,3988.0,2035.6789703883055,893.7617138528262
0.0,0.0,4940.000005654461,1592.260617486057,0.0,0.0,550.000004717099,5359.845050000002
1090.0000000583245,280.33195794389843,150.00000097664045,512.1018644012727,410.0,1000.0,2312.119732535355,681.9901261560391
1150.000005917706,451.62713482625566,239.99999955007192,605.123494540388,100.0,200.0,69.99999815811124,1359.0192770786239
966.1957222154236,439.33231036935837,1890.000001594928,4503.525197731454,1485.0,2820.0,1000.0000031589761,1450.0496421495393
2295.7573746408993,531.9058570735166,761.9392406050171,1168.5195577415527,300.0,600.0,0.0,1453.8286231666668
-6.052896594890979e-6,236.98106656932472,0.0,0.0,104.0,104.0,0.0,540.2828130838875
-1.198338994314743e-5,366.9363607181177,6010.147367908839,4551.8561050269545,920.0,1030.0,588.0876794968625,1111.5607211315173
0.0,0.0,717.2708935986518,1569.2033856008225,0.0,0.0,0.0,1120.3381595000003
-1.7031697599757383e-6,84.27002671567631,1211.5671566759336,1555.2019642217351,2450.0,3168.0,0.0,3081.056307465218
548.7145791708887,253.75486818503748,0.0,0.0,0.0,0.0,0.0,769.7058075000002
499.2279385353099,444.870272139242,-1.9582549497040054e-6,87.32124598286491,780.5,1876.08,0.0,1539.4116150000002
914.2375735455379,588.013744578144,5589.999693619708,1756.8957640293136,0.0,0.0,89.99999551541579,83.4096465
270.00000586214384,97.16821165815776,520.0000063498501,441.57764882304576,0.0,0.0,2180.0000222106332,1029.0239656665642
