number,angle,magnitude
751,-0.14430098985686768,0.996442262889618
1070,0.6036639432364277,1.0152554423140994
1169,-0.07477105389443087,1.0750663387174573
1493,0.12296671071720124,1.1222852737598328
1019,-0.204723017180997,1.0099228092905672
1684,0.1219525786123252,1.5186389823087714
1334,-0.8945002941716416,0.7416988439931115
1897,0.7195329534616717,1.0132675691641573
303,0.5323861647318738,1.013881654038246
1434,-0.2922102837986133,0.9297082383572147
2001,-0.11379459585332315,1.0441558016836276
1710,0.3877326395200308,1.0105097855503575
1210,1.0265406760591003,1.1000004069463
704,0.11441326470612637,1.5146092798574735
1882,0.14031820651402963,1.457211385140748
1837,-0.24763565109208419,0.9576083702100714
1468,0.11229821803950496,1.5103092976320567
117,-0.11643856701037081,1.0903507030772563
1166,0.1727993625051742,1.0670427794938926
1864,0.17149365245428197,1.1259705653082654
1050,-0.01687535757448174,1.0598186349900798
1423,-0.39995275096619565,0.976995982912922
1542,0.01774968371536477,1.4179885692156133
499,0.2329955175193024,1.1113218991667366
1432,-0.08266525424220408,0.9985715700165368
1145,-0.16179960384354006,1.03374107635752
852,0.16131714597218386,1.044260641624394
182,-0.15393926792393314,1.1257835161415386
176,0.07481545632320019,1.5985820261442896
1199,-0.11997029371357099,0.9697382555121751
1675,0.38985669188915106,1.070823380902785
894,-0.09392894554035985,1.1069767467342482
1231,-0.20224494148893446,1.0380862353457856
1939,-0.12947386733009977,0.9426752270416121
1720,-0.11266639346274501,1.0724961529699777
1758,-0.08280354994819214,1.055509261281166
1083,0.18084133574139685,1.1535889729125712
1780,0.07198079855443379,1.4266875898017175
554,-0.007191132207681481,1.1312221653131063
623,0.09348505070474762,1.4458606874436073
249,-0.05812991836666809,1.0594717265047446
485,0.10114151396168992,1.446055613784237
636,0.021850214873707873,1.197020361042682
1736,0.17551028240914404,1.0063473885963508
1239,-0.2800644852182699,1.0087641514524925
1659,0.10793992206228939,1.3551672219757143
1290,0.08178293940910017,1.055775619745976
1613,-0.0005432530947849969,1.029518170090584
346,0.45452927488018546,0.9916410945041614
1220,-0.2581555373992949,0.9479241205831771
542,-0.11830260165555269,1.1339772137974742
638,0.12300574527959701,1.5181018580578154
966,-0.003611244941374143,1.128930733680592
389,-0.04908761043746282,1.1326512709892933
1223,-0.6528229939405392,0.8187393185250964
1149,0.4650284738611194,1.0196127208543964
1923,-0.3708125619903406,0.9906578060266522
219,0.1460120321845432,1.359501995100531
559,0.8548722799226972,1.031510117155436
1288,-0.15267819157072923,0.924910807083953
1132,-0.02689767294898643,1.0633606645547626
1985,0.19957810858119288,1.0157622181357668
1592,-0.050090505261514276,1.071414485863267
203,-0.01869590205925601,1.3548520145004286
1212,-0.020733593675304116,1.0602533825681493
1313,-0.20045356298807757,1.0388118980149672
1997,0.10501658438799713,1.5259757894157624
1876,0.5649807988652413,1.046607181224071
1942,0.6933447092207369,1.0586000787896734
799,-0.13091374279149204,1.1373415713831558
1110,-0.025169523764083088,1.0646265886145467
157,0.538289079029843,1.0298665226593615
1969,1.007569787570291,0.9208012754370166
1460,0.08927586978557081,1.516552343071989
1049,-0.07902133438779342,1.0188448334066713
793,0.23125822468637613,1.0481743934447894
57,-0.003611247272650386,1.149264413161803
165,0.0908958627297942,1.0631947042250325
876,-0.14142220125797966,1.1412277589692863
1075,-0.17972153136527974,0.9669891632812264
1162,0.4784661317100724,1.046598453223279
2012,0.06110181054935088,1.0522467141602032
1267,-0.057552997145318904,1.096243959807801
973,-0.2809950056335503,0.9982276871393232
885,1.0695363080096478,0.8788074381178145
1271,-0.17915857985309874,1.1596935923152552
1593,0.269437978074728,1.160433602862825
1830,-0.20662309287606953,1.0334682790654268
200,0.09507142874602356,1.2019491352977862
1085,0.53310374000936,1.0114674016942384
428,0.7768600431557082,1.0571770210832256
1158,0.11192540232355172,1.1887760062978205
2005,-0.052062870978431805,1.1171656904791343
641,0.07636953190779104,1.3665581246659175
1425,0.04591869138530023,1.1889219795139039
1074,-0.27492044116243136,1.0101425372971744
1356,-0.07027835525740767,1.0163464631618229
734,0.11231115332398195,1.2869197087984565
1612,-0.2505017738864009,1.015386492809133
273,0.12350178700484465,1.0817506321637549
772,-0.2810330040742461,0.973693708340692
1361,-0.0869486070806006,1.1389853240203063
717,0.08248321982818978,1.2042109082756478
1810,0.12246316017935627,1.2105144560567556
822,0.3726605093694439,0.9605719068375362
1552,0.6806501043396203,0.9610620573726897
1135,0.004100924147396917,1.0648578141104152
1011,-0.2559705430037789,0.9497268986792964
583,-0.06327211200467218,1.1272553261085976
61,0.053299617715094186,1.0240131038131077
247,0.13205792555385265,1.7573031590341817
835,-0.11696913161532713,1.0429261102797063
457,0.13521658456243438,1.5050182830628658
385,-0.0631010986773828,1.0982289841856123
1681,-0.28093935458761554,1.036100090385129
611,0.3965789063220593,1.0233321856959534
1179,-0.11950244808312216,1.045712289571487
1949,-0.35352987549636283,0.8730379263328774
1836,0.11430094003578704,1.0792924258334544
1914,-0.15198462707427499,0.995611220541704
1786,0.06283589381325148,1.0796111120648644
1862,0.08856456138593208,1.176156475733905
992,-0.21783315548640125,1.1590610929943128
56,0.06644165907690791,1.263423552633078
528,-0.17041019335914345,1.0259678843859736
2015,0.12204106821114892,1.5573131414201529
438,-0.24304005947506707,1.230480471503099
1704,-0.1181259634345714,0.9290084909647931
723,0.05653483630475133,1.1637430298908527
1731,-0.12616934016288273,1.046431827121711
1285,-0.02148961281791063,1.0460895482708337
264,0.11697729556925228,1.759164168379312
1797,0.12116428028483686,1.2112606821225802
1842,0.1287639244523084,1.0698631338081641
1081,-0.3171320601180182,0.9976364515756516
1807,-0.20477799991330692,1.0978491663565275
1178,0.11067778477799207,1.489794974526217
1735,1.311862959522184,0.8672323612289268
106,0.08331280552492254,1.0647420558365692
1841,-0.3227716653722267,0.9875598006275415
435,0.4537712114315087,1.0335793225818573
489,0.1358304370672754,1.3362204139798406
1246,0.7573575982534201,1.0706705991731245
1607,0.017435772812907504,1.3561283687293948
846,0.6040636766229059,1.0376065268173864
576,-0.007113272525848589,1.0632615134649528
584,0.7941785730774261,0.2983253255788219
287,-0.07493553619938903,1.0379787707202222
213,-0.25806177963617716,1.0770690501109912
474,-0.08802376574444268,0.9388285504871567
1734,0.25090922058126824,1.0038359980749367
1959,0.13311411721108868,1.5437250930091202
1311,0.2585971828024243,1.0823896601687735
356,0.09132445950443302,1.03646814758358
265,0.07165986899880553,1.545852043354625
215,-0.2083457097867676,1.0098331880406117
1023,0.06830044207113595,1.0774113997524104
1696,-0.049105997288033575,1.1326125506909543
443,-0.24301778017354184,1.1187111282310072
424,0.08860720403922476,1.1756778444968639
154,0.478662930781307,1.0345719020460789
1151,0.4684534187504233,1.0230176000745277
682,0.036855445587129075,1.3737309188253157
49,-0.11244898600709953,1.0725894452405667
5,1.057348460042482,0.9601703402853738
1345,-0.07555254245963858,1.0642297904057458
990,-0.2157430687215923,1.0150512827324387
1546,-0.022364408872657324,1.3489364262437689
196,0.03607204600074428,1.0572538881252505
90,-0.3763650880618327,0.8573994798515523
707,0.11977564870820943,1.46529268785593
994,0.11121067699998323,1.5027348562387945
404,0.13776474235008473,1.5214409883908782
742,0.005266500973427268,1.0607939234556671
1089,-0.1811489265979752,1.0186777645202545
201,-0.27810379063881374,0.9626356754949307
1566,0.5744790979056605,1.0492225198076792
311,0.10987477571027242,1.4478489902352814
1619,0.4789184402136294,1.0339884360030693
1350,-0.3042975176735128,0.9580412247880687
448,-0.1366898312344649,1.0406861764394673
315,-0.5777385133267288,0.9362789219908417
461,0.0396945120410556,1.0290420797343118
366,-0.11461842158691553,0.9857951892022311
757,0.11368802055383895,1.3419557583486836
1402,0.13671217427181473,1.4318486366522842
841,-0.044667701298275346,1.3736751793324757
1699,0.22059488798137264,1.1113830035653467
657,-0.08802377035704564,0.9388286129765968
1800,0.23207818712075212,1.6969781488417406
1227,0.10020932044640188,1.2245852778075623
71,0.11494187435540636,1.4999628623191295
984,0.0348694053805065,1.0659093693816044
1306,0.04034147162699295,1.055461182576862
1986,-0.2959199946638101,1.0073584839742211
988,0.028714412256830253,1.323203785158383
1446,0.09566295813618707,1.0878100756677953
1339,0.2514300022892592,1.0407452426966879
997,-0.08966751561973711,1.111241046833588
934,-0.1811628656670924,1.1000515906384758
1476,0.08493563569037275,1.2048950581619426
731,0.5512510397190811,1.1047595815003843
266,0.06133964576194858,1.4314577373538298
614,0.14601202718929018,1.332991645093299
6,0.11494708199698125,1.4960684560385948
1847,-0.0656274821201327,1.1070010428939017
441,0.11384308093085162,1.0587972432014983
1562,-0.2967297265251596,0.9762236242996524
1109,0.12497395008160239,1.6863724046574582
920,0.1940078526489618,0.7229741117926844
811,0.12123679616421713,1.4759899511594023
804,1.0856784632144976,0.967233297695988
125,-0.06724642680507271,1.0683980692497692
1205,-0.3197512080427691,0.875395373693894
1167,0.4646607916786955,1.0210679634924316
473,-0.08868598065129477,1.0813788335575132
98,0.26456812772616156,0.9949897888817887
1176,0.12300532119419448,1.4632545852805663
898,-0.055793066327880496,1.1455373217069307
1113,0.19809326794806967,1.1757998617840006
174,-0.0808342799666807,1.1225183726643604
1188,-0.025170109857980162,1.0628807425212048
1238,0.10583823409568506,1.4834205914899066
1945,0.017638290256625742,0.9962284193000509
607,0.07708766722218906,1.505716169949708
950,0.048849372362067954,1.1045935331394097
337,0.1350454057054837,1.376130210987232
354,-0.4041662924967661,0.973344742206393
97,0.7513417576417761,1.0666110061087908
1567,0.12274690256534118,1.4798201599892582
1765,-0.2430274152799304,1.0697336868150253
1784,-0.22890004268411326,0.9791639575488877
2010,0.06110180991552448,1.0522467111437595
1265,0.07789952771068923,1.0621619018086574
1609,0.12300574681624259,1.4632306274542586
235,0.4229110564482373,1.0735156514542212
824,0.18855223117690179,1.0113696520001214
136,0.4734029750168007,1.0303345263966652
848,0.6775611019285727,0.9982539384220168
148,0.10877617559369344,1.454029828161491
819,0.11060657199873969,1.4127769098245813
193,-0.09283296611913079,1.0558807447171363
518,0.13102173811342702,1.4941063284903517
1067,0.13990564970614694,1.0387999881225558
508,0.13647869603291976,1.2218655241375056
1198,-0.0293874968953612,1.0859560947408597
1028,0.09389164954991056,1.5211182838293724
1108,0.14900149768228815,1.1204401957188654
929,0.12280564949886213,1.4714976498567718
1490,0.6099661818270615,1.0188794755674195
629,0.11748325453019531,1.4471982171944617
771,-0.013194612461059048,1.1031034292024593
378,-0.0576995022544696,1.1274768828631447
116,0.10625174881031137,1.0580347533857544
1852,-0.1131223917747489,0.9988166323041113
1906,0.1343553131805544,1.3235419700040338
1755,0.5323861679589726,1.0138816428171207
376,0.10431118685654046,1.5578715004136727
1424,-0.33105706768050025,0.9193689464067851
241,-0.19392685776219726,1.1198593827532144
455,-0.06710327109283175,1.092718576251193
1118,-0.1444284344390144,0.8256510462905096
29,0.01973470325426772,1.030836924985953
786,0.07939558742832256,1.4633922667737913
1799,0.6488909012861306,1.0738430115208801
551,0.004613215969375158,1.2806162706169597
947,-0.05408707147793529,1.082547753668936
1713,0.1703371846310719,1.0642617685824902
367,-0.06672517494924624,1.1429263905108915
1778,0.1317684005618527,1.7309328977473497
1229,0.11325346417516993,1.4756522322160264
1585,0.08451884986333173,1.4398068563012518
948,0.11879835854632988,1.5212831457098166
1656,-0.005760609996012952,1.3659207420240589
1759,0.19032666516230232,1.3605942342543542
1602,0.07461834015779452,1.0606424701470711
1774,0.6210255883111858,1.0087571605506374
1811,-0.2003351109669911,1.0392630939011207
1708,0.11495280210681078,1.4999793148969982
515,-0.14492960090388932,1.0245339064033931
706,0.05898033613475797,1.0442770456841832
497,0.1418547487460359,1.4652967060930058
1477,-0.11512944041178537,0.9270844057806036
1553,-0.2783786843608851,0.9452611479741796
504,-0.5122358331998917,0.869025474066263
1729,-0.5283277462504778,0.7410877385250321
1186,-0.20701921213645086,1.0383799811662688
1189,0.2681861332505062,1.1551993232241256
1753,0.1835036502019223,1.0554746437295282
914,0.12342137286916628,1.5188115465903784
1808,0.13638345006113262,1.490386553475216
615,-0.10730601128276177,1.077417945796708
1958,0.11221629035815887,1.6906401464869434
1367,-0.3961011973114729,0.9820691033851481
976,0.12375698687794522,1.0682345581755384
1577,0.10576423190730959,1.551968181645305
374,-0.02951932730195678,1.0767806428442324
1814,0.13473584551878384,1.0759272434734939
1126,0.7505395433171898,1.0798170966746978
886,-0.20315606742170597,1.0369957333871613
1255,-0.11665665468496707,1.0047443538315728
1360,0.10987272593838475,1.5357483655134356
364,-0.045403467061097165,1.0891545310621944
803,0.13369094552717875,1.4986629260303195
1444,-0.06262861590856475,1.055796094812279
570,0.7222364969607031,1.0475958661424931
44,0.5962666908403714,1.0598843418450437
169,-0.05162687689341172,1.1171265491475781
189,-0.7159398169891436,0.8311284817280715
429,0.5750353635939328,0.9597054306343303
2006,-0.014644311679386356,1.0812883596594007
94,0.1309969968782776,1.0208230605784159
288,0.9280111728297599,0.91961755123128
1793,0.185700182028426,1.0077702609421928
1501,-0.2216813890203284,1.080010172300677
1594,0.14050187175501633,1.6545419881858205
1662,-0.20191463337317164,1.0045778491044095
73,-0.10258483137943704,1.1093003746239416
82,0.6503518732807657,0.9729708401109304
1354,-0.3997472034640542,0.9761075372942069
902,-0.407576815743114,0.9714786213957777
79,-0.5274271486598674,0.9732012008155484
974,0.12437287168051496,1.4721277032708204
1321,-0.050215014948579634,1.0107286596622274
1092,0.01568625413005442,1.3553307908190506
1068,-0.2743157062669793,1.0239854998041016
1761,0.21856342128101958,0.7422885636155202
507,0.22124057485183674,1.672226392948776
2017,-0.02610681604217081,1.0253438134489288
1389,-0.15049894785313903,1.062927875811559
427,-0.12559791360010086,1.0451376837704975
1981,0.004051685388225747,1.0653452510012107
1947,0.05310485931659571,1.0573673683675846
1183,-0.04873912555504049,1.1239786802158085
391,-0.114582560003281,1.0104429233633911
534,0.9234074104068226,1.076051979968734
572,0.11518480839524213,1.0942841587621528
8,-0.055886577486320865,1.0994350871586538
1767,-0.32965330874033427,1.0140887900644804
64,-0.3606742852695508,0.986442830223908
1654,0.2509092206164664,1.0038359992714714
1017,-0.2020207955470556,1.0560179883956138
91,-0.06674912144748238,1.14307323178964
1120,-0.31621031449155323,0.9951002538391663
922,0.14084743454535287,0.9957338189603635
1489,0.10641923742920331,1.4770890272074004
1898,0.06644165721081598,1.3842521744305754
1702,0.15194088045465298,1.1685918246359603
1915,0.11090825596202593,1.4639330422040349
726,-0.08257344650118933,1.096376159532137
498,-0.02468682172613175,1.0718334316296265
156,0.11180433099276235,1.5071318729981056
1686,-0.19169530274540098,1.0216983525648742
220,0.008395543492888295,1.1025044431834605
22,0.20279838519576487,1.028549466470885
1745,-0.39295685764539057,0.9830612233471165
878,0.17154429692261772,1.1260319657531683
383,0.3668471036729625,1.0746924096261583
1952,-0.6621874339184746,1.152851431418542
1417,0.5842441461312379,1.0999984977134918
324,0.18475586033702862,1.1049613487840895
861,0.03548737695113428,1.3982213284147493
700,0.11509675434462391,1.4989073038438088
490,0.035930555188436186,1.037359180732905
1967,0.11678914275997937,1.515264912410238
506,-0.07074173529335567,1.0979757498566511
875,0.12206614886308051,1.4579587357777535
72,0.1028442756846945,1.5453251777431838
860,-0.7221601527798169,0.8967181086893292
1631,-0.07030332898505291,1.0593591906204598
1088,0.12472988077379593,1.3384548266673737
667,0.142295993967067,1.1137109375162944
472,-0.40027188354339177,0.9746383748815619
1037,-0.021520666100608498,1.0992494073105494
524,-0.20713538277163787,1.0901419553316376
1226,-0.333762185171579,1.0558142302002853
767,-0.026973285307573654,1.0999996326821555
145,0.1415172202883605,1.4435705393412062
36,0.06644165774206949,1.318335400940324
1082,0.6112051681930945,1.0536650683345086
1543,-0.0240636518410021,1.0735238344848537
353,0.2027983832763129,1.065951287631107
1325,0.07708766742266776,1.4006662033678903
1509,0.09133022139845581,1.5249519277353603
232,0.4453513258011117,1.0328510020578547
407,0.05940015619809732,1.4230838173888092
1648,-0.35064980929318645,0.9960181744274954
54,0.11639794577069085,1.4941574043156631
1931,-0.03863409153945555,1.4411110845058914
101,0.05779363392360467,1.4131615048267943
724,0.023464198493245696,1.0685435131370398
792,0.10941055588821477,1.5165792098530677
715,0.10963177711649327,1.2006121363546702
1605,0.1130466978821808,1.5263447654649673
945,0.676471560832557,0.9947602305376047
1054,0.9816792898839651,0.9318039937716484
1115,0.2882035037353995,1.026215769730247
1672,0.1814042167835269,1.2196034337149941
335,0.06933062729845282,1.0607957110170256
630,0.1660114311056472,1.2975641092689456
168,-0.23794908804378354,0.9836017892169652
1405,-0.4070488792349878,0.9720022687096098
403,-0.1834851835205015,1.0493133806578157
1522,-0.026691152601852765,1.140142127521252
1013,0.14034901525505938,1.4572440458965645
270,0.12301166953700182,1.518034248236319
476,1.0281777133967833,0.931468207964548
1027,-0.010209000944025179,0.9635590792110921
1435,-0.0572134712838194,1.117462781172789
1433,0.4496079898620393,1.0356805879694533
954,-0.11375226651293653,0.9811947673711122
453,0.5204516737878844,1.0618056030540808
1815,-0.01602805561898661,1.0581408212414203
88,-0.07941281642067859,1.0634239971514938
883,0.11139889457894125,1.4756844907870705
1791,-0.33841102089961217,0.986912178650624
743,0.11629604561718959,1.5187061764071401
1273,-0.04242606266076983,1.130640808088656
77,1.0965592105970428,0.9903603083862479
596,-0.32769620693883417,0.9607926599484103
2003,0.02358954934050287,1.1991958626123658
972,-0.06800465067543233,1.1021685477614587
449,-0.3373931448305326,0.8860394223013163
1084,0.009861487344964014,1.0633580133444984
387,0.11918460845900357,1.498595343227753
620,0.1631887851675164,1.3462103268579229
450,-0.11072741883617533,1.0477878424088822
1322,-0.21482440649672002,1.0763462428045685
906,-0.06809954789789226,1.0155381520168607
586,0.11477567667604366,1.4958234405978192
971,-0.018431565874019774,1.0532944000688804
635,0.057318955614671326,1.074579955783284
43,-0.43775004963312975,0.7794985019964985
1093,-0.20658196196985085,1.0445392567009688
1208,-0.03153643111199716,1.0814183361119938
1445,0.023589549209995946,1.1991958606583912
1717,-0.023995597988201618,0.9960063268291238
1004,0.15194192223719277,1.2826805239315546
893,0.3331868293060216,1.0752625231040704
1531,0.05928081258589547,1.4030953413479943
1277,1.0312453078914092,0.9276759450577171
530,0.0679601510519793,1.4531080637142832
602,0.3140402243664305,1.276880250221647
1344,0.23125476382935864,1.048170406039986
703,0.12050676344924874,1.074771112985244
594,-0.25723040565812816,1.0624889219905713
651,0.16794245481256279,1.2665638922073914
1046,0.010890531210731358,1.38604951972987
1976,-0.045434561734063975,1.1304523116352356
1253,-0.2224713595474157,1.0266747622824
932,0.00318350945026448,1.0669913897782026
962,0.06093703091916705,1.3850771925990226
522,0.5578104261206298,0.9990146006369138
1838,-0.2427326180964652,1.0692899440868182
9,-0.05835057882676428,1.0960605897241493
1117,-0.028410961893257473,1.0856598780452849
1272,-0.026010107636720056,1.025339511538715
1532,0.1413147760366825,1.4144274573791322
1382,-0.14527986195483447,1.0251535134976804
552,0.10771505013542282,1.0518214379663657
192,0.33010098745929256,1.0029689076956285
12,-0.17663014853082135,1.0534672830163734
1342,-0.3463330993356954,1.0149941559386457
357,-0.7396946975587093,0.8941693150901076
1885,0.039145875861418156,1.3809727783286219
417,-0.4084447919665123,0.9719581898088291
1700,0.046296394775423085,1.1672135021360237
1608,0.3675507011343232,0.993453822830037
694,0.12405618428350214,1.4936274554794227
1157,-0.09750296523127748,1.062424810574192
1260,0.13360135949258872,1.6596700255779862
426,-0.11947726566218562,1.054381028350209
991,0.13102173734273365,1.5874879839873652
539,0.16570937441469336,1.2974215491754615
2034,0.0,0.9999999994465754
1301,0.12296670931954216,1.1222852933101635
2038,0.0,0.9999999994044715
1340,-0.054129664520856026,1.3865938884009432
1014,-0.23783871065162288,1.048939933023857
761,0.12598012114450874,1.4748807225606422
610,-0.31653210270388493,1.0492180315549207
1660,0.6311600924479618,0.9783286737608018
739,0.1069415469607648,1.0815915643770742
1259,-0.3210144564947832,0.9958550115037617
1317,0.11639122581330251,1.4193795253131167
1803,0.13102173800415218,1.4941063387411049
1398,0.09078631657384872,1.4442185612452254
1610,0.1301999685011825,1.5176707155674662
179,0.13626957025278438,1.0814080934726724
993,0.09091825895177025,1.444109688204956
905,0.11686696666825586,1.4877151774757185
1406,-0.08017484250048344,1.0916256892939173
782,0.13966578932894808,1.0526558844016167
1320,-0.11964815511648828,1.0196632051920012
239,0.45942179668996097,1.0496723280420743
911,0.11496789614995034,1.4999905067512775
1200,-0.2206328666544418,1.0806085133195522
737,0.6311601974280336,1.026756154880668
1032,0.5262898007191092,0.9607458960664685
1822,0.2509092198609227,1.0038359997775745
889,0.11731009173346342,1.4762281680479423
1528,-0.27653681294111876,1.003708032333263
1817,0.16208182639730984,1.0348024578598547
525,0.4824871489481892,1.0355194338519553
1403,0.2693936899388313,1.1443974172180327
488,0.10706824673037987,1.508993974482578
2039,0.0,0.9999999993991168
458,-0.654975322594252,1.161813469229941
745,-0.1731562134117473,1.0211908423829683
696,-0.017158649040640638,1.071984634521688
1865,0.6503518708322091,0.9729708664659554
1450,0.06644165878306622,1.318335409730907
1541,-0.11244898274377178,1.072589445698301
1877,0.10540708515182091,1.12944199895998
668,-0.006353294410688262,1.0682261559855024
45,-0.11742115986186456,0.9269933723118373
1427,-0.17905027005042032,1.0254302220569869
1910,-0.03049258534069947,1.0307985117491438
1663,-0.04656557871984896,1.0269338576969862
436,-0.01888639335846886,1.075728220364801
527,-0.11461818776240204,0.9857946355304569
1581,0.10497597714083806,1.5586108210075207
872,0.06524721855818809,1.0885214071390885
440,-0.007705756656723903,0.9638632246242655
1002,0.15446869755997938,1.2496227248278227
105,0.10875471655888941,1.7376134558663296
1872,-0.03587909904184692,1.102999421409671
1916,0.3302473702079524,1.0092127658412333
547,-0.02517010886362615,1.0628807474938693
400,-0.04563116888241942,1.0840100372686352
695,0.05382180923828184,0.9992562145002251
480,0.14186114795381274,1.5157672554953852
728,-0.15032090169206216,1.1228654698879983
1214,-0.049121295818886856,1.108538436574583
744,-0.09528840653156918,1.0348082300045918
296,0.3094563632865699,1.1257461234315322
1679,0.03635293794682673,1.2063965914767885
722,-0.2080549091569491,1.0178348456939479
1039,-0.04540345864218827,1.0840057380824166
775,-0.2922153076681936,0.9507584437070902
1103,0.13020340281520265,1.3208460764250332
625,0.08037695544267559,1.3823939020369371
1247,0.128648529836048,1.5013539261864157
1962,0.11672855146843436,1.5317620193354622
50,-0.2459863607059832,1.0231848445088954
526,0.2369576808886431,1.0935455272679933
1674,0.05653483499183758,1.1637430465812721
624,0.11303589941692918,1.4600435061894415
